date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:45	13665/13665	---M--	200	added ('OK')	image/jpeg	etag:%220477bb0335fc43d51268cba6f65e6e0a%22	https://image.tmdb.org/t/p/w185/q7aenz9ZERyL4EVZA4ieHnXQrjS.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/q7aenz9ZERyL4EVZA4ieHnXQrjS.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:45	12934/12934	---M--	200	added ('OK')	image/jpeg	etag:%22b57d1a29d17cfb525eba4172db9f4f51%22	https://image.tmdb.org/t/p/w185/vG8qBkByy9naORB6zahcntIC2N.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/vG8qBkByy9naORB6zahcntIC2N.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:46	11141/11141	---M--	200	added ('OK')	image/jpeg	etag:%2268b0fcec61a129b69605a32105a75f7e%22	https://image.tmdb.org/t/p/w185/dQWPwTDB6aikTmxYhp668sdRobd.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/dQWPwTDB6aikTmxYhp668sdRobd.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:46	15429/15429	---M--	200	added ('OK')	image/jpeg	etag:%225c3af28dc4b479cd03703b29f06880e5%22	https://image.tmdb.org/t/p/w185/2RKGUCbo2R6IDsufxApL6nRFL4j.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/2RKGUCbo2R6IDsufxApL6nRFL4j.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:46	35593/35593	---M--	200	added ('OK')	image/jpeg	etag:%22973c460b73c254b7080859c5277522a7%22	https://image.tmdb.org/t/p/w185/j2UPS5hPBFgRN1Zbs7RKvn0iipu.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/j2UPS5hPBFgRN1Zbs7RKvn0iipu.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:46	8834/8834	---M--	200	added ('OK')	image/jpeg	etag:%22d1aec169a2fdf6f54fef16e801e54e56%22	https://image.tmdb.org/t/p/w185/9EuGKjsYegO58RaMYWGvnurHo7u.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/9EuGKjsYegO58RaMYWGvnurHo7u.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:47	17952/17952	---M--	200	added ('OK')	image/jpeg	etag:%220f4cc0add33003b481174abb57a44930%22	https://image.tmdb.org/t/p/w185/3qdc6SohDYb1pe9ypv4NShWZMAN.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/3qdc6SohDYb1pe9ypv4NShWZMAN.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:47	19463/19463	---M--	200	added ('OK')	image/jpeg	etag:%22ffb87ba9fc5cf95ec27be2a7df5897b1%22	https://image.tmdb.org/t/p/w185/5laQdUygxBxzG4Rx6dHNBJTwtXN.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/5laQdUygxBxzG4Rx6dHNBJTwtXN.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:47	15270/15270	---M--	200	added ('OK')	image/jpeg	etag:%2266fcc972b030dae2353bb77dcc3465d3%22	https://image.tmdb.org/t/p/w185/9yyAOtBlWlMBOAUp2lWTRytVgOG.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/9yyAOtBlWlMBOAUp2lWTRytVgOG.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:47	16735/16735	---M--	200	added ('OK')	image/jpeg	etag:%2228123e2309d86313f966bbcf4f5c8ecd%22	https://image.tmdb.org/t/p/w185/vUf7aD18GW7CTiUM2FvF4YXC4Cq.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/vUf7aD18GW7CTiUM2FvF4YXC4Cq.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:48	6957/6957	---M--	200	added ('OK')	image/jpeg	etag:%22c499f26e69603c25d0bc309e77f4c82a%22	https://image.tmdb.org/t/p/w185/sFk3iW5ZvkAV7ZrNPYitB0sSxbw.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/sFk3iW5ZvkAV7ZrNPYitB0sSxbw.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:48	35688/35688	---M--	200	added ('OK')	image/jpeg	etag:%221773dcd2d25c8877db683cd9c6d89486%22	https://image.tmdb.org/t/p/w185/oKJh6X4kadnfPBKj9DvKwz68Cn.jpg	C:/My%20Web%20Sites/Homem%20Aranha/image.tmdb.org/t/p/w185/oKJh6X4kadnfPBKj9DvKwz68Cn.jpg	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:48	4786/4786	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e74908-12b2%22	https://querofilmehd.net/wp-content/themes/dooplay/assets/js/front.scripts.min.js?ver=2.5.5	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/js/front.scripts.min4468.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
